the_geom,BoroCode,BoroName,specific_borough,Amount_of_Racks
POINT (-73.92394203043924 40.7044698669388),3,Brooklyn,,
POINT (-73.98112304336513 40.702777969994806),3,Brooklyn,,
POINT (-73.9956157375876 40.73685561862864),1,Manhattan,,
POINT (-73.99360259748846 40.73296071971318),1,Manhattan,,
POINT (-73.95281439941215 40.72375355084956),3,Brooklyn,,
POINT (-73.96593854399615 40.71121188214575),3,Brooklyn,,
POINT (-73.92671770008165 40.863303931199),1,Manhattan,,
POINT (-73.98603600752554 40.75074603602735),1,Manhattan,,
POINT (-73.97452059404984 40.68066209066536),3,Brooklyn,,
POINT (-73.97452059404984 40.68066209066536),3,Brooklyn,,
POINT (-73.98426794310465 40.68773711349616),3,Brooklyn,,
POINT (-74.01009581649282 40.70896302838166),1,Manhattan,,
POINT (-73.94583981620023 40.71145120971194),3,Brooklyn,,
POINT (-73.99055666726267 40.66066608445722),3,Brooklyn,,
POINT (-73.97515654012166 40.686596427725085),3,Brooklyn,,
POINT (-73.9930871220614 40.76289766103517),1,Manhattan,,
POINT (-73.9930871220614 40.76289766103517),1,Manhattan,,
POINT (-73.89749601048834 40.7431230161853),4,Queens,,
POINT (-74.0108259516416 40.62957304518583),3,Brooklyn,,
POINT (-73.89796051167335 40.74615363470984),4,Queens,,
POINT (-73.89741304243667 40.74310098433934),4,Queens,,
POINT (-73.8553903608835 40.72404569516539),4,Queens,,
POINT (-74.00726989944535 40.62736651426828),3,Brooklyn,,
POINT (-73.88585316241465 40.701517964749),4,Queens,,
POINT (-73.89733007443988 40.743078952433564),4,Queens,,
POINT (-74.00726269231477 40.62734730123416),3,Brooklyn,,
POINT (-73.89792441805983 40.74615634747331),4,Queens,,
POINT (-73.89189314779334 40.706560443496144),4,Queens,,
POINT (-73.89189314779334 40.706560443496144),4,Queens,,
POINT (-73.98239572453632 40.677163979349714),3,Brooklyn,,
POINT (-73.95008079079668 40.67417916051023),3,Brooklyn,,
POINT (-74.0864893323629 40.61056901418882),5,Staten Island,,
POINT (-73.93259071650729 40.69750354960296),3,Brooklyn,,
POINT (-73.94534198964797 40.71151410383611),3,Brooklyn,,
POINT (-73.88564395107404 40.70153697041826),4,Queens,,
POINT (-73.89646099107303 40.70551614249938),4,Queens,,
POINT (-73.89652204150676 40.705686372565786),4,Queens,,
POINT (-73.89789915126666 40.74615906982357),4,Queens,,
POINT (-73.8859469179478 40.70152629197789),4,Queens,,
POINT (-73.89714248055847 40.74303761384902),4,Queens,,
POINT (-73.88589641721181 40.7015317314506),4,Queens,,
POINT (-74.01089799680224 40.62952637705839),3,Brooklyn,,
POINT (-73.89641065878233 40.70541179540263),4,Queens,,
POINT (-74.02273146047953 40.63651836613368),3,Brooklyn,,
POINT (-73.89785944331436 40.74616452410817),4,Queens,,
POINT (-73.94519976373513 40.82308500699473),1,Manhattan,,
POINT (-73.94997883543196 40.67552954570877),3,Brooklyn,,
POINT (-73.94519976373513 40.82308500699473),1,Manhattan,,
POINT (-74.00414733982961 40.75668643841884),1,Manhattan,,
POINT (-74.00414733982961 40.75668643841884),1,Manhattan,,
POINT (-74.00414733982961 40.75668643841884),1,Manhattan,,
POINT (-74.00414733982961 40.75668643841884),1,Manhattan,,
POINT (-74.00414733982961 40.75668643841884),1,Manhattan,,
POINT (-74.00414733982961 40.75668643841884),1,Manhattan,,
POINT (-73.89711001432707 40.74302935060927),4,Queens,,
POINT (-73.82531928767308 40.73383299052735),4,Queens,,
POINT (-73.82531928767308 40.73383299052735),4,Queens,,
POINT (-73.85469822279009 40.72379230534191),4,Queens,,
POINT (-74.00738876983996 40.62725122575219),3,Brooklyn,,
POINT (-73.82532298228467 40.73380005908473),4,Queens,,
POINT (-73.88906723486943 40.66428275307449),3,Brooklyn,,
POINT (-73.93255467563375 40.69748157038813),3,Brooklyn,,
POINT (-73.99291737775548 40.661821806536054),3,Brooklyn,,
POINT (-74.02296907918354 40.63599131992993),3,Brooklyn,,
POINT (-74.02296907918354 40.63599131992993),3,Brooklyn,,
POINT (-73.88525436016987 40.701585988413385),4,Queens,,
POINT (-74.00521087187167 40.740363377582945),1,Manhattan,,
POINT (-73.9929353987869 40.661830041965295),3,Brooklyn,,
POINT (-73.96018524587319 40.65692942525277),3,Brooklyn,,
POINT (-73.88498025460959 40.701591204350635),4,Queens,,
POINT (-73.88505597276307 40.70160225904162),4,Queens,,
POINT (-73.98173018360899 40.711446032004055),1,Manhattan,,
POINT (-73.9636090053158 40.677038800414444),3,Brooklyn,,
POINT (-74.00523252386486 40.74036612134719),1,Manhattan,,
POINT (-73.99050990345953 40.7613576772007),1,Manhattan,,
POINT (-73.98173018360899 40.711446032004055),1,Manhattan,,
POINT (-73.98173018360899 40.711446032004055),1,Manhattan,,
POINT (-73.98173018360899 40.711446032004055),1,Manhattan,,
POINT (-73.88387083719394 40.659380934185606),3,Brooklyn,,
POINT (-73.88387083719394 40.659380934185606),3,Brooklyn,,
POINT (-73.95938986713638 40.714272912860054),3,Brooklyn,,
POINT (-73.9452518050246 40.71152229525266),3,Brooklyn,,
POINT (-73.96011689238256 40.656720797729854),3,Brooklyn,,
POINT (-74.02303387891835 40.635834854405644),3,Brooklyn,,
POINT (-74.02304827945017 40.63580191413825),3,Brooklyn,,
POINT (-74.00519644291901 40.74043474162924),1,Manhattan,,
POINT (-73.94524821148444 40.71150582499997),3,Brooklyn,,
POINT (-73.94990062214627 40.71725821956163),3,Brooklyn,,
POINT (-73.96954118558354 40.760349464762506),1,Manhattan,,
POINT (-73.96360182187465 40.676989392301124),3,Brooklyn,,
POINT (-73.94990062214627 40.71725821956163),3,Brooklyn,,
POINT (-73.97183439900898 40.79202980541217),1,Manhattan,,
POINT (-73.99301831075702 40.66172299995274),3,Brooklyn,,
POINT (-73.97844649582908 40.637232237955004),3,Brooklyn,,
POINT (-73.99359814040838 40.74179607748158),1,Manhattan,,
POINT (-73.97488254662993 40.68648383195538),3,Brooklyn,,
POINT (-73.99359814040838 40.74179607748158),1,Manhattan,,
POINT (-73.94405865632739 40.70198092043898),3,Brooklyn,,
POINT (-73.94405865632739 40.70198092043898),3,Brooklyn,,
POINT (-73.99303633148767 40.66173398013992),3,Brooklyn,,
POINT (-73.95146424858811 40.724930491119174),3,Brooklyn,,
POINT (-73.96927304130368 40.676496987298826),3,Brooklyn,,
POINT (-73.96359103174814 40.67694272781478),3,Brooklyn,,
POINT (-73.99306877714562 40.66167359707768),3,Brooklyn,,
POINT (-73.9866808202682 40.70276227783996),3,Brooklyn,,
POINT (-73.99042305752157 40.68751271961044),3,Brooklyn,,
POINT (-73.9909099217631 40.68689518510767),3,Brooklyn,,
POINT (-73.99426271759376 40.73513185405749),1,Manhattan,,
POINT (-74.0075708080911 40.73937513621281),1,Manhattan,,
POINT (-73.97977170042407 40.7228172459672),1,Manhattan,,
POINT (-73.99827896063867 40.72950523781591),1,Manhattan,,
POINT (-73.94264121829241 40.823610748240796),1,Manhattan,,
POINT (-73.94264121829241 40.823610748240796),1,Manhattan,,
POINT (-73.97983904363964 40.77449537683318),1,Manhattan,,
POINT (-73.98952277053057 40.72604089136563),1,Manhattan,,
POINT (-73.9909099217631 40.68689518510767),3,Brooklyn,,
POINT (-73.99426271759376 40.73513185405749),1,Manhattan,,
POINT (-73.99426271759376 40.73513185405749),1,Manhattan,,
POINT (-74.00687663566201 40.7265407083366),1,Manhattan,,
POINT (-74.00687663566201 40.7265407083366),1,Manhattan,,
POINT (-73.94264121829241 40.823610748240796),1,Manhattan,,
POINT (-73.9866808202682 40.70276227783996),3,Brooklyn,,
POINT (-74.00569336389648 40.72789393784423),1,Manhattan,,
POINT (-74.00569336389648 40.72789393784423),1,Manhattan,,
POINT (-73.99549736828286 40.72634320355501),1,Manhattan,,
POINT (-73.99549736828286 40.72634320355501),1,Manhattan,,
POINT (-73.96316126593453 40.71745535926992),3,Brooklyn,,
POINT (-73.9909099217631 40.68689518510767),3,Brooklyn,,
POINT (-73.98047632792685 40.682019173115535),3,Brooklyn,,
POINT (-73.9866808202682 40.70276227783996),3,Brooklyn,,
POINT (-73.9866808202682 40.70276227783996),3,Brooklyn,,
POINT (-73.98230668794176 40.686630686427506),3,Brooklyn,,
POINT (-73.94264121829241 40.823610748240796),1,Manhattan,,
POINT (-73.94264121829241 40.823610748240796),1,Manhattan,,
POINT (-73.94398295334666 40.701939712210304),3,Brooklyn,,
POINT (-73.9563168221184 40.675271372629794),3,Brooklyn,,
POINT (-73.96952672161981 40.760404355701844),1,Manhattan,,
POINT (-73.97171875279855 40.792219163118794),1,Manhattan,,
POINT (-73.99356565780234 40.74183999159762),1,Manhattan,,
POINT (-73.97481404843805 40.68645636932733),3,Brooklyn,,
POINT (-73.97481404843805 40.68645636932733),3,Brooklyn,,
POINT (-74.02326785517327 40.63521174000387),3,Brooklyn,,
POINT (-74.01155360345417 40.629089891542556),3,Brooklyn,,
POINT (-73.88430933805753 40.70164817196241),4,Queens,,
POINT (-74.02329667297053 40.63519526547678),3,Brooklyn,,
POINT (-74.00792548428416 40.626735169651035),3,Brooklyn,,
POINT (-73.89620933118964 40.7049944103835),4,Queens,,
POINT (-74.0232750534013 40.63518978029105),3,Brooklyn,,
POINT (-74.02579035524401 40.636333820371334),3,Brooklyn,,
POINT (-74.01154639490422 40.62907067878055),3,Brooklyn,,
POINT (-74.00791107303944 40.62672419150591),3,Brooklyn,,
POINT (-74.00793268827714 40.62672693480098),3,Brooklyn,,
POINT (-74.02579395400411 40.636322840437394),3,Brooklyn,,
POINT (-73.89619846403927 40.70502459295501),4,Queens,,
POINT (-74.02330387214586 40.63517605054395),3,Brooklyn,,
POINT (-74.02328585552337 40.6351705646299),3,Brooklyn,,
POINT (-74.02328585552337 40.6351705646299),3,Brooklyn,,
POINT (-74.02328585552337 40.6351705646299),3,Brooklyn,,
POINT (-73.8843093094784 40.701664640509556),4,Queens,,
POINT (-73.95148226157768 40.72496618048963),3,Brooklyn,,
POINT (-73.9694797803033 40.7604345362962),1,Manhattan,,
POINT (-73.96929109118517 40.67644484150565),3,Brooklyn,,
POINT (-73.99039075817997 40.76151686210781),1,Manhattan,,
POINT (-73.99311924345947 40.661624194180234),3,Brooklyn,,
POINT (-73.96008453965628 40.65657805817579),3,Brooklyn,,
POINT (-73.89702203197267 40.746251610299005),4,Queens,,
POINT (-74.023311071317 40.63515683561057),3,Brooklyn,,
POINT (-74.00795430089956 40.626707719816785),3,Brooklyn,,
POINT (-73.89612663223303 40.70482964922226),4,Queens,,
POINT (-73.89701120513442 40.74625160061848),4,Queens,,
POINT (-74.02581917184109 40.63631460043267),3,Brooklyn,,
POINT (-74.02331827336133 40.63514585502216),3,Brooklyn,,
POINT (-73.89163447573296 40.70593439392297),4,Queens,,
POINT (-74.02332187246411 40.63513487516415),3,Brooklyn,,
POINT (-74.00796510704237 40.62669673993096),3,Brooklyn,,
POINT (-73.89698593826786 40.7462543227683),4,Queens,,
POINT (-73.8839954934602 40.70169177228214),4,Queens,,
POINT (-73.99020662534349 40.76174191508284),1,Manhattan,,
POINT (-73.82487515782331 40.73257796061146),4,Queens,,
POINT (-74.01162924541201 40.629015774755345),3,Brooklyn,,
POINT (-74.02583716985171 40.63627067988276),3,Brooklyn,,
POINT (-74.023332670725 40.63510468037119),3,Brooklyn,,
POINT (-73.89693179558196 40.74625976382198),4,Queens,,
POINT (-73.82481770081536 40.732473572548756),4,Queens,,
POINT (-73.89606903623623 40.70475823344433),4,Queens,,
POINT (-74.02584436734853 40.63624872001163),3,Brooklyn,,
POINT (-73.88359149825997 40.701727046318375),4,Queens,,
POINT (-73.89690652870907 40.74626248595444),4,Queens,,
POINT (-74.01233326434433 40.637181445702055),3,Brooklyn,,
POINT (-73.99317331378502 40.661577536248046),3,Brooklyn,,
POINT (-74.02585876658232 40.6362157793937),3,Brooklyn,,
POINT (-73.82471716231711 40.73228677535052),4,Queens,,
POINT (-74.03571829342269 40.6394025816628),3,Brooklyn,,
POINT (-73.88352296450304 40.701732466510514),4,Queens,,
POINT (-73.89590724905824 40.70442871501157),4,Queens,,
POINT (-73.9563493255695 40.67518355233729),3,Brooklyn,,
POINT (-73.994667431932 40.727904934121234),1,Manhattan,,
POINT (-73.88667760282239 40.66206264070408),3,Brooklyn,,
POINT (-73.88667760282239 40.66206264070408),3,Brooklyn,,
POINT (-73.90665719507693 40.687546624832066),3,Brooklyn,,
POINT (-73.99318773041409 40.66158577142399),3,Brooklyn,,
POINT (-73.99318773041409 40.66158577142399),3,Brooklyn,,
POINT (-73.82466691494439 40.73218514293622),4,Queens,,
POINT (-73.88345082419934 40.70173788301002),4,Queens,,
POINT (-73.94372699031139 40.701818816980825),3,Brooklyn,,
POINT (-73.95630964247184 40.67522470881974),3,Brooklyn,,
POINT (-73.91121251116952 40.69475799784308),3,Brooklyn,,
POINT (-73.94502454166151 40.71154414500313),3,Brooklyn,,
POINT (-73.96003060976152 40.65635845649461),3,Brooklyn,,
POINT (-73.85217938304409 40.717572212130754),4,Queens,,
POINT (-73.97460494953863 40.68637123563685),3,Brooklyn,,
POINT (-73.91122695407995 40.69474428516408),3,Brooklyn,,
POINT (-73.94636412743051 40.714336199933804),3,Brooklyn,,
POINT (-73.96011334617488 40.656621984578706),3,Brooklyn,,
POINT (-73.89557312495253 40.70359949263453),4,Queens,,
POINT (-73.99017773611178 40.76181602143662),1,Manhattan,,
POINT (-73.99017773611178 40.76181602143662),1,Manhattan,,
POINT (-73.99017773611178 40.76181602143662),1,Manhattan,,
POINT (-73.91098910033018 40.69462882045688),3,Brooklyn,,
POINT (-73.9716067466456 40.79233990347833),1,Manhattan,,
POINT (-73.89551925339265 40.7034539713856),4,Queens,,
POINT (-73.94362245164616 40.70175838108702),3,Brooklyn,,
POINT (-73.96873979975152 40.79117265155875),1,Manhattan,,
POINT (-73.9365781973959 40.819979055888695),1,Manhattan,,
POINT (-73.96354790439847 40.67669568494817),3,Brooklyn,,
POINT (-73.95012440031847 40.67371256759335),3,Brooklyn,,
POINT (-73.9929715868598 40.76308704089838),1,Manhattan,,
POINT (-73.990138020273 40.76187091279331),1,Manhattan,,
POINT (-73.95566944694183 40.69464098007346),3,Brooklyn,,
POINT (-73.96354790439847 40.67669568494817),3,Brooklyn,,
POINT (-73.95566944694183 40.69464098007346),3,Brooklyn,,
POINT (-73.95566944694183 40.69464098007346),3,Brooklyn,,
POINT (-73.9365781973959 40.819979055888695),1,Manhattan,,
POINT (-73.99332471323454 40.66142932734915),3,Brooklyn,,
POINT (-73.99054225154633 40.66065510417662),3,Brooklyn,,
POINT (-74.00668225090752 40.73094879789406),1,Manhattan,,
POINT (-73.99353373616843 40.73610345884526),1,Manhattan,,
POINT (-73.99353373616843 40.73610345884526),1,Manhattan,,
POINT (-73.99061356182926 40.71740048588378),1,Manhattan,,
POINT (-73.9776068407677 40.68060509256694),3,Brooklyn,,
POINT (-74.00991276717862 40.715042692692926),1,Manhattan,,
POINT (-73.99939748154463 40.72666991631004),1,Manhattan,,
POINT (-73.90884341241772 40.8739982558251),1,Manhattan,,
POINT (-73.97568279821473 40.68708510929654),3,Brooklyn,,
POINT (-73.9527694246627 40.675220565231285),3,Brooklyn,,
POINT (-74.00414281639834 40.68395581989646),3,Brooklyn,,
POINT (-73.90884341241772 40.8739982558251),1,Manhattan,,
POINT (-73.95740938014241 40.72010755799717),3,Brooklyn,,
POINT (-73.95740938014241 40.72010755799717),3,Brooklyn,,
POINT (-73.98075460933316 40.64225286106323),3,Brooklyn,,
POINT (-74.13031012760774 40.63816501387142),5,Staten Island,,
POINT (-73.95973213331277 40.72094005599675),3,Brooklyn,,
POINT (-73.95973213331277 40.72094005599675),3,Brooklyn,,
POINT (-73.95973213331277 40.72094005599675),3,Brooklyn,,
POINT (-73.95973213331277 40.72094005599675),3,Brooklyn,,
POINT (-73.96367376858322 40.67728036144349),3,Brooklyn,,
POINT (-73.88651167476736 40.66213658607027),3,Brooklyn,,
POINT (-73.91127215475241 40.687876902902154),3,Brooklyn,,
POINT (-73.97153807635243 40.79246340006165),1,Manhattan,,
POINT (-73.97153807635243 40.79246340006165),1,Manhattan,,
POINT (-73.9933427339363 40.66144030748871),3,Brooklyn,,
POINT (-73.94493076467853 40.711535865909056),3,Brooklyn,,
POINT (-74.02358465830179 40.634484307300724),3,Brooklyn,,
POINT (-73.89522778382359 40.72597723160529),4,Queens,,
POINT (-74.02607831130312 40.63560638644773),3,Brooklyn,,
POINT (-74.02358825732506 40.63447332743354),3,Brooklyn,,
POINT (-73.89379786023191 40.704097416740495),4,Queens,,
POINT (-73.89617378731194 40.746341425382646),4,Queens,,
POINT (-74.02356663990436 40.634473331866204),3,Brooklyn,,
POINT (-74.01227403787077 40.62860398925493),3,Brooklyn,,
POINT (-74.02608911053923 40.63558168096081),3,Brooklyn,,
POINT (-73.88252383578326 40.70179732539854),4,Queens,,
POINT (-73.89509416814539 40.72605670779367),4,Queens,,
POINT (-73.89614852037704 40.746344147348786),4,Queens,,
POINT (-73.89507968920138 40.72608688688783),4,Queens,,
POINT (-74.02357383892408 40.63445411691495),3,Brooklyn,,
POINT (-73.99294270419263 40.763122721613755),1,Manhattan,,
POINT (-73.96349038222934 40.67640197551503),3,Brooklyn,,
POINT (-73.97788931664822 40.68769763797754),3,Brooklyn,,
POINT (-73.97788931664822 40.68769763797754),3,Brooklyn,,
POINT (-73.97788931664822 40.68769763797754),3,Brooklyn,,
POINT (-73.97788931664822 40.68769763797754),3,Brooklyn,,
POINT (-73.9108918075825 40.694573849885),3,Brooklyn,,
POINT (-73.99350134316109 40.66126190535915),3,Brooklyn,,
POINT (-74.02225725905001 40.61910002437139),3,Brooklyn,,
POINT (-73.99350134316109 40.66126190535915),3,Brooklyn,,
POINT (-74.02225725905001 40.61910002437139),3,Brooklyn,,
POINT (-74.02612512727717 40.63554873540027),3,Brooklyn,,
POINT (-73.89500749752776 40.7261087791094),4,Queens,,
POINT (-73.89500749752776 40.7261087791094),4,Queens,,
POINT (-73.89612325344012 40.74634686930938),4,Queens,,
POINT (-73.88236512386072 40.70181088711458),4,Queens,,
POINT (-73.8961124254025 40.74634685954329),4,Queens,,
POINT (-74.01230285148058 40.62856555920089),3,Brooklyn,,
POINT (-74.0236278571928 40.63438274148928),3,Brooklyn,,
POINT (-73.89608354951176 40.74634957823993),4,Queens,,
POINT (-74.0261431227293 40.635499325235465),3,Brooklyn,,
POINT (-74.01234608097266 40.628557320215265),3,Brooklyn,,
POINT (-74.02612510578612 40.63549383976651),3,Brooklyn,,
POINT (-74.0235882398616 40.634423921357),3,Brooklyn,,
POINT (-73.89475467339588 40.72628146865396),4,Queens,,
POINT (-73.99438598228186 40.72823703646964),1,Manhattan,,
POINT (-73.91219435696115 40.66390199270374),3,Brooklyn,,
POINT (-73.91219435696115 40.66390199270374),3,Brooklyn,,
POINT (-73.91219435696115 40.66390199270374),3,Brooklyn,,
POINT (-73.91219435696115 40.66390199270374),3,Brooklyn,,
POINT (-73.91092066044509 40.69457112745695),3,Brooklyn,,
POINT (-73.91092066044509 40.69457112745695),3,Brooklyn,,
POINT (-73.94488747532085 40.71154133470688),3,Brooklyn,,
POINT (-73.8821523040645 40.70182988365108),4,Queens,,
POINT (-73.89506480672279 40.7401208124),4,Queens,,
POINT (-73.88215588149387 40.70184635588983),4,Queens,,
